UNESCO_Site;UNESCO_Category;Event_Date;Attack_Type;Distance_m;Danger_Score;Violation_Risk_Level;ACLED_Notes
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-25;Air/drone strike;514.5;10;High (Negligence Risk);On 25 November 2024, Ukrainian Forces intercepted Russian drones over Kyiv region. The debris of the downed drones damaged a private property, several cars and 4 houses. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-26;Air/drone strike;514.5;10;High (Negligence Risk);On 26 November 2024, Russian Forces launched a record number of drones against Ukraine - 188 Shahed and other unspecified drones (suspectedly decoy drones). Ukrainian Forces intercepted 76 drones, some of them over Kyiv region (coded to Kyiv, Kyiv). 95 more Russian drones were lost in Ukrainian airspace suspectedly due to Ukrainian electronic warfare (EW) interference. the fallen debris of the downed drones damaged 4 houses, 2 apartment buildings, an outbuilding, 2 garages and a car in Kyiv region. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-28;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 28 November 2024, Ukrainian forces shot down Russian Kh-101 missiles and Shahed drones above Kyiv, Kyiv City.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-11-29;Air/drone strike;514.5;10;High (Negligence Risk);On 29 November 2024, Ukrainian military forces intercepted 88 Russian kamikaze-drones across several locations, some over the Kyiv region (coded to Kyiv, Kyiv City). The drones' debris damaged a residential property and outbuilding. There were no casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-01;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 1 December 2024, Ukrainian forces shot down Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-02;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 2 December 2024, Russian Forces launched 110 Shahed drones and other unidentified drone types at targets in Ukraine. Ukrainian Forces intercepted 52 drones, some of them over Kyiv region (coded to Kyiv, Kyiv). 50 more Russian drones were lost in Ukrainian airspace suspectedly due to Ukrainian electronic warfare (EW) interference. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-03;Air/drone strike;514.5;10;High (Negligence Risk);On 3 December 2024, Ukrainian Forces intercepted 22 Russian drones, some of them over Kyiv region (coded to Kyiv, Kyiv). The fallen debris of the downed drones damaged 4 houses, gas pipelines and 2 cars. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-03;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 3 December 2024, Ukrainian Forces intercepted 22 Russian drones, some of them over the Kyiv region (coded to Kyiv city). No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-04;Attack;514.5;5;High (Negligence Risk);Around 4 December 2024 (as reported), Russian authorities returned the body of a Ukrainian mayor captured by the Russian forces in the Zaporizhzhia region at the start of the full-scale invasion to Ukraine (coded to Kyiv). The man died in Russian captivity under mysterious circumstances. According to Ukrainian officials, he might have been tortured to death.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-04;Looting/property destruction;514.5;1;High (Negligence Risk);Property destruction: Around 4 December 2024 (as reported), according to the SBU, prosecutors, and the police, a previously-convicted 33-year-old set fire to a relay cabinet near a railway station in the city of Kyiv, following promises of money from Russians.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-05;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 5 December 2024, Ukrainian forces engaged Russian Shahed drones above Kyiv Oblast (coded as Kyiv, Kyiv City.) More than 12 Russian drones were shot down near or around Kyiv. 30 Russian drones were intercepted above Kharkiv, Poltava, Sumy, Chernihiv, Cherkasy, Kirovhrad, Zhytomyr, Kyiiv, Vinnytsia, and Khmelnytsky Oblasts. 12 drones disappeared and 1 disappeared near or in Belarus.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-05;Looting/property destruction;514.5;1;High (Negligence Risk);Property destruction: On 5 December 2024, a 26-year-old previously convicted man set fire to police vehicles in the city of Kyiv in revenge for police arresting him for curfew violation.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-06;Air/drone strike;514.5;10;High (Negligence Risk);On 6 December 2024, Russian drones attacked Kyiv, Kyiv City. The Ukrainian military intercepted 32 drones across multiple locations, some over the Kyiv region. Drones' debris damaged residential property, a garage and outbuildings. There were no casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-07;Air/drone strike;514.5;10;High (Negligence Risk);On 7 December 2024, Russian forces launched a Shahed drone strike at Kyiv region (coded to Kyiv, Kyiv region). While Ukrainian air defence forces intercepted drones, several houses and vehicles were damaged by the falling debris. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-08;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 8 December 2024, Ukrainian forces shot down Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-10;Looting/property destruction;514.5;1;High (Negligence Risk);Property destruction: Around 10 December 2024, according to the SBU, two men, aged 17 and 20, set fire to a military pickup undergoing repair in the city of Kyiv, following Russian commands. The men were quickly arrested.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-12;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 12 December 2024, Ukrainian forces engaged Russian drones above Kyiv Oblast (coded to Kyiv, Kyiv City.)
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-13;Air/drone strike;514.5;10;High (Negligence Risk);On 13 December 2024, Ukrainian military forces intercepted Russian drones and missiles over Kyiv region (coded to Kyiv, Kyiv City). The debris damaged residential buildings. There were no casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-14;Air/drone strike;514.5;10;High (Negligence Risk);On 14 December 2024, Russian forces launched a drone strike at Kyiv region (coded to Kyiv, Kyiv region). Ukrainian air defence forces intercepted about 10 drones, but the falling debris in the Darnytskyi district damaged an enterprise and warehouses, causing a fire. Casualties unknown.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-15;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 15 December 2024, Ukrainian forces shot down Russian drones over Kyiv region (coded to Kyiv).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-15;Disrupted weapons use;514.5;1;High (Negligence Risk);Weapons seizure: Around 15 December 2024 (month of), according to the Security Service of Ukraine, the SBU arrested a 16-year-old man who was planting an explosive device outside a military unit in the Kyiv region (coded to Kyiv). The explosive device was prepared by two women recruited by Russian services and who handed the explosive to the man.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-15;Disrupted weapons use;514.5;1;High (Negligence Risk);Defusal: Around 15 December 2024 (month of), the Security Service prevented the explosion of an explosive device planted by a 16-year-old man near a military unit in the Kyiv region (coded to Kyiv). The man was following Russian commands and likely involved a 19-year-old man and 2 other women preparing the explosives.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-19;Air/drone strike;514.5;10;High (Negligence Risk);On 19 December 2024, debris from Russian drones crashed into a private home and onto train tracks on Kyiv, Kyiv City. The home was damaged. No casualties.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-19;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 19 December 2024, Ukrainian forces engaged Russian drones and missiles above Kyiv Oblast (coded as Kyiv, Kyiv City.) 45 Shahed drones and drones of other types were shot down above Poltava, Sumy, Kharkiv, Kyiv, Khmelnytskyi, Chernihiv, Cherkasy, Kirovohrad, Dnipropetrovsk, and Mykolaiv. 40 other drones were interdicted with electronic warfare systems and lost.
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-20;Air/drone strike;514.5;10;High (Negligence Risk);On 20 December 2024, Russian Kindzhal and Iskander missiles attacked Kyiv, Kyiv City. 1 civilians was killed, 13 wounded (1 killed and 2 wounded coded to the specific event in Kyiv - Holosiivskyi).
Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings Kyiv-Pechersk Lavra;World Heritage List;2024-12-20;Disrupted weapons use;514.5;1;High (Negligence Risk);Interception: On 20 December 2024, Ukrainian military forces intercepted 40 Russian kamikaze-drones over multiple locations, some over the Kyiv region (coded to Kyiv, Kyiv City).
L'viv – the Ensemble of the Historic Centre;World Heritage List;2018-02-03;Looting/property destruction;149.5;1;High (Negligence Risk);Property destruction: On 3 February 2018, unidentified people set on fire a pro-Russian Orthodox church in Lviv - St Prince Volodymyr's Church of the Ukrainian Orthodox Church of the Moscow Patriarchate. The church sustained damage.
L'viv – the Ensemble of the Historic Centre;World Heritage List;2018-02-14;Looting/property destruction;149.5;1;High (Negligence Risk);Property destruction: On 14 February 2018, an unidentified attacker set fire to a Russian bank branch office in Lviv. The man broke the window and threw a petrol bomb inside. The fire partially destroyed the property of the bank, but no-one was injured.
L'viv – the Ensemble of the Historic Centre;World Heritage List;2018-05-02;Attack;149.5;5;High (Negligence Risk);On 2 May 2018, after a lecture at a bookstore in Lviv, a JTO serviceman and an activist of the Ecological Platform organization, Rodion Bagaev, was beaten up by a group of six men belonging to ultraright groups. The attackers were identified as members of the National Corps Party and National Militia. According to other activists of the Ecological Platform, similar attacks by the same men happened before during other leftist events in Lviv.
L'viv – the Ensemble of the Historic Centre;World Heritage List;2018-06-23;Attack;149.5;5;High (Negligence Risk);On 23 June 2018, a group of masked far right men attacked a Roma camp near Lviv, Ukraine. The attackers killed one person, while four more, including a 10-year-old child, were hospitalized with stab wounds. Eight individuals were detained.
L'viv – the Ensemble of the Historic Centre;World Heritage List;2018-09-18;Other;149.5;1;High (Negligence Risk);On 18 September 2018, in Lviv, 57 out of 84 regional councillors approved region-wide ban on Russian language.
L'viv – the Ensemble of the Historic Centre;World Heritage List;2018-11-28;Looting/property destruction;149.5;1;High (Negligence Risk);On 28 November 2018, at night, unidentified individuals threw incendiary mixture into two separate offices of a Russian bank in Lviv. The buildings were damaged, no injuries were reported.
L'viv – the Ensemble of the Historic Centre;World Heritage List;2019-02-14;Looting/property destruction;149.5;1;High (Negligence Risk);On 14 February 2019, two unidentified individuals broke the window of a Russian bank in Lviv and threw a bottle with incendiary mixture inside. The fire destroyed part of the room, no injuries were reported.
L'viv – the Ensemble of the Historic Centre;World Heritage List;2019-03-20;Looting/property destruction;149.5;1;High (Negligence Risk);On 20 March 2019, unidentified individuals set fire to a branch office of a Russian private bank in Lviv. The office was partially damaged but no one was injured.
L'viv – the Ensemble of the Historic Centre;World Heritage List;2019-07-08;Attack;149.5;5;High (Negligence Risk);On 8 July 2019, in Lviv, guards of the public enterprise Ukrainian Association of the Blind beat an attorney who had been previously appointed as a head of the association. According to the victim, he was beaten for his previous legal work in revealing labour law violations and corruption in the association.
L'viv – the Ensemble of the Historic Centre;World Heritage List;2019-09-16;Looting/property destruction;149.5;1;High (Negligence Risk);On 16 September 2019, unidentified individuals set fire to the front door of a flat of an employee of the mayor administration department of the city council in Lviv. No injuries were reported.
L'viv – the Ensemble of the Historic Centre;World Heritage List;2020-01-30;Looting/property destruction;149.5;1;High (Negligence Risk);On 30 January 2020, at night, unidentified individuals set fire to a car of a Radio Free Europe journalist in Lviv. The car was destroyed, no injuries were reported.
L'viv – the Ensemble of the Historic Centre;World Heritage List;2020-06-10;Looting/property destruction;149.5;1;High (Negligence Risk);Property destruction: On 10 June 2020, unidentified individuals broke into the yard of a journalist, the director-general of the NTA television channel and the Vholos media holding company in Lviv region, damaged his car and tried to break into his house but were stopped by the security system.
L'viv – the Ensemble of the Historic Centre;World Heritage List;2020-11-17;Attack;149.5;5;High (Negligence Risk);On 17 November 2020, three unidentified individuals attacked and severely beat two activists of veteran movement in Lviv. The attackers were detained by police.
