event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UKR41084,2020-10-21,2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","European Solidarity",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,1,Dumskaya,Subnational,"Property destruction: On 21 October 2020, unidentified individuals destroyed two campaigning tents of the European Solidarity party in Odessa.",0,,1753971110
UKR40916,2020-10-21,2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","For the Future",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Odesa,Izmailskyi,Izmailska,Izmail,45.3493,28.8408,1,"Dumskaya; Novoye Vremya Ukraine; Segodnya",Subnational-National,"Property destruction: On 21 October 2020, unidentified individuals set fire to a car of an Odessa regional council deputy from For the Future party in Izmail, Odessa. No injuries were reported.",0,"local administrators",1753971110
UKR40921,2020-10-21,2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Journalists (Ukraine)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Odesa,Odeskyi,Ovidiopolska,Ovidiopol,46.2527,30.4365,1,"Novoye Vremya Ukraine; Sputnik News Service",National-Regional,"Property destruction: On 21 October 2020, two unidentified individuals threw Molotov cocktails through the windows of an empty editorial of Alternatyva.org news portal in Ovidiopol, Odessa. No injuries were reported, the office was damaged.",0,,1762895040
UKR40914,2020-10-22,2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","European Solidarity",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Kharkiv,Lozivskyi,Lozivska,Lozova,48.8894,36.3176,1,"Focus; Stop Corruption",National,"Property destruction: On 22 October 2020, unidentified individuals set fire to a car of a mayoral candidate from European Solidarity in Lozova, Kharkiv. No injuries were reported.",0,,1762291950
UKR40923,2020-10-24,2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Servant of the People",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Rivne,Rivnenskyi,Rivnenska,Rivne,50.6231,26.2274,1,"Novoye Vremya Ukraine; Segodnya",National,"Property destruction: On 24 October 2020, unidentified individuals set fire to a car of a regional council candidate from Servant of the People party in Rivne. No injuries were reported.",0,,1753971110
UKR41292,2020-11-18,2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Government of Ukraine (2019-); Svoboda",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Sumy,Konotopskyi,Konotopska,Konotop,51.2403,33.2026,1,"Novoye Vremya Ukraine",National,"Property destruction: On 18 November 2020, unidentified individuals set fire to a car of a city council deputy from Svoboda party in Konotop, Poltava. No injuries were reported.",0,"local administrators",1753971110
UKR41293,2020-11-21,2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,1,"24 Channel",National,"Property destruction: On 21 November 2020, unidentified individuals broke the windows and set fire to a car of an activist in Odessa. The activist previously received threats for his participation in demonstrations against illegal construction in the city. No injuries were reported.",0,,1753971110
UKR41554,2020-12-08,2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Opposition Platform - For Life",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,"Novoye Vremya Ukraine; Reporter-ua",National,"Property destruction: On 8 December 2020, two unidentified individuals damaged and doused with red paint an office of the Opposition Platform - For Life in Kharkiv.",0,,1753971110
UKR41553,2020-12-09,2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Government of Ukraine (2019-); Servant of the People",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Sviatoshynskyi",50.4696,30.3382,1,"Novoye Vremya Ukraine; Segodnya; Stop Corruption",National,"Property destruction: On 9 December 2020, two unidentified individuals set fire to a car of a Servant of the People deputy of the city council in Kyiv - Sviatoshynskyi. The car was destroyed, no injuries were reported.",0,"local administrators",1753971110
UKR41555,2020-12-12,2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Police Forces of Ukraine (2019-)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Lviv,Yavorivskyi,Novoiavorivska,Novoyavorivsk,49.9316,23.5661,1,"LIGA.net; Novoye Vremya Ukraine",National,"Property destruction: On 12 December 2020, an unidentified individual set fire to a police station in Novoyavorivsk, Lviv. No injures were reported.",0,,1753971110
UKR41911,2020-12-13,2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Kyiv,Vyshhorodskyi,Ivankivska,Prybirsk,51.0173,30.0326,1,ZMINA,Other,"Property destruction: On 13 December 2020, unidentified people set fire to a hayloft close to 'Shcherbaty Tsugli' stable in Prybirsk, Kiev, where a group of enthusiasts is restoring the nearly extinct breed of Ukrainian horses. The owner of the stable connects the arson to his actions against potentially illegal construction on the banks of the river Teteriv.",0,,1753971110
UKR41754,2020-12-17,2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Kyiv,Vyshhorodskyi,Ivankivska,Prybirsk,51.0173,30.0326,1,ZMINA,Other,"Property destruction: On 17 December 2020, unidentified people set fire to a hayloft close to 'Shcherbaty Tsugli' stable in Prybirsk, Kiev, where a group of enthusiasts is restoring the nearly extinct breed of Ukrainian horses. The owner of the stable connects the arson to his actions against potentially illegal construction on the banks of the river Teteriv.",0,,1753971110
UKR41751,2020-12-17,2020,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Government of Ukraine (2019-)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Lviv,Lvivskyi,Lvivska,Lviv,49.8407,24.0305,1,"24 Channel; LIGA.net; Novoye Vremya Ukraine; Segodnya; Stop Corruption",National,"Property destruction: On 17 December 2020, unidentified individuals set fire to a car of an employee of the National Anti-Corruption Bureau in Lviv. The car was destroyed, no injuries were reported. The victim claims that the arson is connected to his professional activities.",0,,1753971110
UKR41983,2021-01-02,2021,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Judges (Ukraine)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Ivano-Frankivsk,Ivano-Frankivskyi,Ivano-Frankivska,Ivano-Frankivsk,48.9215,24.7097,1,"LIGA.net; Reporter-ua",National,"Property destruction: On 2 January 2021, unidentified people set fire to a car of a judge of Ivano-Frankivsk City Court in Ivano-Frankivsk. The victim connects the arson with her professional activities.",0,"local administrators",1753971110
UKR42368,2021-01-27,2021,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",Svoboda,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Khmelnytskyi,Kamianets-Podilskyi,Kamianets-Podilska,Kamianets-Podilskyi,48.6845,26.5856,1,Svoboda,National,"Property destruction: On 27 January 2021, unidentified people set fire to a car of a member of Svoboda in Kamianets-Podilskyi. The victim connects the arson with her professional activities.",0,,1753971110
UKR42501,2021-01-27,2021,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Former Government of Ukraine (2019-)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Kyiv,Buchanskyi,Kotsiubynska,Kotsiubynske,50.4905,30.3337,1,ZMINA,Other,"Property destruction: On 27 January 2021, unidentified individuals set fire to a car of a former head of the village in Kotsiubynske, who campaigned for the preservation of Bilychansky forest. No injuries were reported.",0,"local administrators",1753971110
UKR42751,2021-02-15,2021,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Government of Ukraine (2019-)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Zaporizhia,Zaporizkyi,Zaporizka,Zaporizhia,47.8479,35.1602,1,061.ua,Subnational,"Property destruction: On 15 February 2021, unidentified individuals damaged the reception office of a regional MP in Zaporizhia.",0,"local administrators",1753971110
UKR43621,2021-03-31,2021,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Police Forces of Ukraine (2019-)",,"State forces","State forces-Political militia",,804,Europe,Ukraine,Kherson,Khersonskyi,Khersonska,Kherson,46.6558,32.6178,1,ZMINA,Other,"Property destruction: On 31 March 2021, unidentified individuals set fire to the car of a police officer in Kherson. No injuries were reported.",0,,1755646924
UKR44561,2021-04-05,2021,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)",,Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Luhansk,Sievierodonetskyi,Rubizhanska,Rubizhne,49.0123,38.3797,1,ZMINA,Other,"Property destruction: On 5 April 2021, an unidentified individual set fire to a private car of the anti-corruption activist in Rubizhne, Luhansk. The victim connects the arson with his professional activities. The car was destroyed, no injuries or fatalities were reported.",0,,1753971110
UKR44558,2021-04-14,2021,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Journalists (Ukraine); Women (Ukraine)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Volyn,Lutskyi,Pidhaitsivska,Strumivka,50.7463,25.4161,1,ZMINA,Other,"Property destruction: On 14 April 2021, an unidentified individual set fire to a private car of a journalist in Strumivka, Volyn. The victim connects the arson with her professional activities. The car was destroyed, no injuries or fatalities were reported.",0,,1757975743
UKR44553,2021-04-18,2021,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Opposition Platform - For Life",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Zakarpattia,Uzhhorodskyi,Uzhhorodska,Uzhhorod,48.6167,22.3000,1,ZIK,National,"Property destruction: On 18 April 2021, two unidentified individuals attacked a house of the Uzhhorod city councilor from the Opposition Platform-For Life party in Uzhhorod, and smashed windows in the house with bricks. No injuries or fatalities were reported.",0,"local administrators",1757975743
UKR44138,2021-04-18,2021,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Democratic Axe Party",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,"Demokratychna Sokyra",Other,"Property destruction: On 18 April 2021, unknown individuals damaged the doors of the reception office of the Democratic Axe Party in Kiev and poured paint on them. The members of the Democratic Axe suspect that the provocation was organised by the president's adviser in response to criticism by party members of his activities.",0,,1753971110
UKR45013,2021-04-20,2021,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Journalists (Ukraine)",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Kharkiv,Kharkivskyi,Kharkivska,Kharkiv,49.9808,36.2527,1,StatusQuo,Regional,"Property destruction: On 20 April 2021, unknown persons in Kharkiv burned the cars of two employees of the political newspaper Vremya Dobkina.",0,,1753971110
UKR44550,2021-04-28,2021,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Ukraine)",,"Political militia","Civilians (Ukraine)","Stop Corruption",Civilians,"Political militia-Civilians",,804,Europe,Ukraine,Kirovohrad,Kropyvnytskyi,Kropyvnytska,Kropyvnytskyi,48.5153,32.2545,3,"Stop Corruption",National,"Property destruction: On 28 April 2021, an unidentified individual set fire to a private car of the member of Stop Corruption in Kropyvnytskyi, Kirovograd region. The victim connects the arson with his professional activities. The car was destroyed, no injuries or fatalities were reported.",0,,1753971110
